66;2025-03-9;entregado;202;200:9,228:1,426:16,428:16,628:18,731:8,912:12;Avenida Sol 40;25346
67;2025-01-18;entregado;1547;235:6,808:20;Paseo del Prado 39;2481
68;2025-03-20;entregado;2270;328:7,549:18,620:2,888:20;Avenida Sol 59;13691
69;2025-03-23;entregado;1222;26:5,71:6,83:5,166:17,580:1,654:5,720:17,776:11,854:2,931:4;Calle Real 188;41614
70;2025-05-20;procesando solicitud;328;141:3,165:20,650:9,779:10,903:17;Calle Mayor 84;35582
71;2025-01-1;entregado;2035;389:15,776:19;Avenida de Espana 116;24700
72;2025-01-27;entregado;1425;11:10,93:10,290:4,463:11,621:5,643:1,650:8;Avenida Sol 98;50193
73;2025-03-7;entregado;1481;425:18,643:17,682:19,847:20,890:16;Avenida Sol 181;13907
74;2025-02-19;entregado;846;431:4,458:5,510:10,527:9,689:11;Calle Luna 106;38599
75;2025-04-11;entregado;325;580:11;Camino Viejo 50;3943
76;2025-03-2;entregado;1025;194:8,200:18,335:13,837:11,892:20,917:14,972:15;Plaza Libertad 197;40629
77;2025-05-15;procesando solicitud;465;65:12,69:4,119:19,626:1,670:12,982:13,991:9;Avenida de Espana 158;33117
78;2025-04-6;entregado;1333;158:13,622:7,869:18,957:17;Camino Viejo 109;22343
79;2025-01-22;entregado;1227;174:15,214:9,742:14,880:10;Calle Mayor 69;19463
80;2025-01-10;entregado;1940;37:3,208:13,344:15,354:12,455:8,745:19,824:9,902:9,938:12,971:15;Calle Luna 127;13228
81;2025-01-19;entregado;2474;854:5;Calle Real 6;4652
82;2025-02-16;entregado;1056;187:1,217:1,319:10,391:7,457:3,546:2,755:10,924:12,993:14;Paseo del Prado 30;2959
83;2025-01-2;entregado;58;135:7,145:6,185:3,335:18,432:11,463:14,615:8,940:16;Calle Mayor 106;38557
84;2025-03-21;entregado;405;48:16,110:19,218:2,534:13,581:1,789:13,819:15,916:9;Calle Luna 51;48094
85;2025-04-4;entregado;1361;310:16,494:7,694:16,818:15;Calle Real 186;14524
86;2025-02-22;entregado;2499;519:6,576:1,704:20,846:2;Calle Real 167;22381
87;2025-02-26;entregado;270;18:13,77:14,191:9,240:5,349:12,482:2,632:20,663:14,840:10,889:2;Avenida Sol 176;21454
88;2025-04-12;entregado;598;447:18,659:10;Avenida Sol 36;2146
89;2025-04-13;entregado;90;37:20,219:13,369:14,525:2,562:20,672:18;Calle Estrella 42;9483
90;2025-02-19;entregado;2354;73:11,192:10,211:11,366:16,388:11,541:2,613:19,699:4,883:6;Paseo del Prado 132;11824
91;2025-01-23;entregado;543;24:11,271:12,585:6,616:12,857:3,864:15,868:5,872:14,955:2;Camino Viejo 100;15693
92;2025-05-9;preparando;1143;35:8,62:3,458:6,589:1,621:15,630:17,701:13,748:5,842:14,982:5;Plaza Libertad 75;32923
93;2025-03-1;entregado;1515;8:7,43:15,163:6,171:20,318:8,488:7,624:6,759:18,813:2,861:16;Calle Estrella 153;12995
94;2025-04-1;entregado;1333;415:16,520:1,874:12;Calle Real 62;26642
95;2025-03-13;entregado;93;241:4,405:5,478:4,672:19,885:11,897:13;Avenida de Espana 161;3916
96;2025-05-6;preparando;347;62:4,639:20,662:16,676:17,727:10,804:12,901:11,940:1,997:7;Calle Luna 79;38984
97;2025-05-7;preparando;799;355:8,642:4,762:15;Avenida Sol 5;21542
98;2025-02-28;entregado;1967;131:11,145:11,228:14,301:8,330:15,467:16;Calle Luna 88;38227
99;2025-04-17;entregado;415;452:17,457:20,489:16,560:9,639:12,833:1,931:13,968:8;Calle Estrella 133;39723
100;2025-01-14;entregado;1044;241:4,470:19,518:12,567:12,767:15,777:16,799:11,807:19,968:8,998:2;Paseo del Prado 87;22960
101;2025-02-7;entregado;57;83:11,128:17,259:11,270:5,300:15,319:11,337:1,368:18,825:14,994:14;Paseo del Prado 87;25087
102;2025-01-1;entregado;1304;104:16,105:20,136:2,181:2,263:16,299:1,315:14,506:19,660:5,712:8;Calle Jardin 167;19552
103;2025-05-23;procesando solicitud;1879;121:3,246:15,295:11,337:3,454:17,470:7,636:3,691:12,692:19;Plaza Libertad 125;10533
104;2025-02-3;entregado;179;51:15,103:8,214:17,520:15,536:18,744:19,751:3,942:19;Calle Jardin 13;5731
105;2025-04-14;entregado;1594;302:9,361:6,504:18,633:20,646:10,702:13,780:6,800:18,811:3,916:20;Calle Mayor 139;50188
106;2025-01-24;entregado;866;140:17,449:17,486:3,525:8,545:19,655:6,677:15,717:4,756:10,865:17;Avenida de Espana 53;19683
107;2025-01-29;entregado;549;25:20,50:4,437:11,552:17,735:9,797:3;Paseo del Prado 21;39637
108;2025-03-7;entregado;734;436:10,700:20;Avenida Sol 62;1040
109;2025-01-12;entregado;1265;11:13,34:8,41:1,86:12,125:13,589:19;Paseo del Prado 140;2300
110;2025-05-16;procesando solicitud;1894;760:10;Calle Luna 153;20451
111;2025-03-11;entregado;1651;209:17,316:18,634:10,658:10,905:3,939:5,960:3;Calle Estrella 170;5613
112;2025-03-4;entregado;1048;9:17,149:18;Calle Real 192;39668
113;2025-05-10;preparando;2152;23:13,301:16,398:19,618:3,727:10,923:3;Camino Viejo 85;9274
114;2025-05-20;procesando solicitud;1408;265:20,756:20,919:13;Calle Luna 80;19448
115;2025-02-27;entregado;1380;29:4,94:17,234:10,311:10,368:14,814:11,924:16;Calle Luna 24;24579
116;2025-02-19;entregado;357;134:3,419:18,752:3,849:1,988:16;Calle Real 76;15675
117;2025-05-12;preparando;1707;72:3,138:8,145:13,335:12,428:3,510:14,538:5,625:6,941:17,987:3;Calle Luna 132;38393
118;2025-03-23;entregado;208;563:6,647:8,681:2,817:3;Calle Estrella 84;32812
119;2025-05-8;preparando;1674;29:9,347:17,405:8,861:12,922:16;Camino Viejo 41;4879
120;2025-01-18;entregado;349;116:17,189:9,276:12,330:5,507:9,652:8;Plaza Libertad 117;5561
121;2025-02-3;entregado;65;544:9;Calle Real 133;12041
122;2025-03-27;entregado;158;104:15,172:1,314:8,464:10,525:20;Calle Real 109;25140
123;2025-05-1;en reparto;1886;215:12,266:20,402:20,403:4,514:10,662:2,815:20,854:13,886:19;Calle Real 56;14999
124;2025-02-15;entregado;1380;451:11,583:19,947:9,985:8;Calle Jardin 31;40033
125;2025-05-5;preparando;776;392:9;Avenida Sol 109;52695
126;2025-03-20;entregado;719;231:6;Calle Estrella 174;47862
127;2025-04-18;entregado;2024;146:20,189:4,217:4,251:4,294:6,323:5,514:9,697:18,942:18;Calle Mayor 42;32231
128;2025-04-12;entregado;2031;34:9,252:12,428:8,538:13,668:2,673:15,726:1,769:15,782:20;Calle Estrella 123;18945
129;2025-01-14;entregado;1718;297:11,436:19,438:18,561:15;Calle Jardin 185;4234
130;2025-03-28;entregado;1090;47:16,64:10,67:7,218:7,396:12,602:19,958:2,959:6;Avenida Sol 47;6849
131;2025-04-5;entregado;311;709:7,779:9,821:13;Calle Jardin 59;8727
132;2025-02-13;entregado;1081;152:1,200:17,268:13,572:15,609:5,888:11;Camino Viejo 24;5008
133;2025-01-30;entregado;2128;217:18,416:5,497:17,543:1,603:18,829:10,834:4;Calle Luna 90;52493
134;2025-02-3;entregado;2228;87:14,132:11,375:14,455:6,563:3,677:2,712:15,863:1;Calle Real 60;34324
135;2025-01-2;entregado;2307;228:15,389:4,462:8,671:15,758:7,846:13;Calle Mayor 143;48515
136;2025-01-2;entregado;1746;516:9;Avenida de Espana 142;3981
137;2025-04-22;entregado;123;283:12,575:3,706:13,763:18;Calle Jardin 199;15536
138;2025-01-15;entregado;993;61:5,887:6;Paseo del Prado 18;35800
139;2025-05-3;preparando;509;54:8,128:6,203:8,298:20,458:17,583:4,759:17;Camino Viejo 48;43203
140;2025-03-22;entregado;2261;202:16,207:9,327:11,371:14,580:15,622:19,732:15,832:8;Calle Jardin 15;18157
141;2025-02-24;entregado;1364;631:17,877:11;Calle Estrella 152;33614
142;2025-04-28;en reparto;1188;232:12,550:13,663:17,805:3,860:6,892:5,909:17,984:12;Calle Mayor 100;42487
143;2025-02-15;entregado;2271;254:13,264:6,332:15,468:16,491:13,522:9,721:5,922:1;Avenida Sol 32;11222
144;2025-04-30;en reparto;657;26:18,346:3,751:6;Plaza Libertad 158;6967
145;2025-02-2;entregado;349;26:8;Calle Luna 185;25821
146;2025-04-20;entregado;817;170:20,734:14;Calle Luna 83;23572
147;2025-02-4;entregado;1093;68:19,201:4,438:12,443:1,517:10,617:2,717:18,721:11;Camino Viejo 48;24515
148;2025-03-8;entregado;297;33:1,162:8,388:1,473:15,537:7,696:9,848:9,859:15,874:6;Calle Luna 6;7106
149;2025-02-14;entregado;1742;209:6,637:9;Paseo del Prado 81;35184
150;2025-04-16;entregado;2458;11:10,271:11,323:12,349:14,398:15,414:18,744:6,759:17;Calle Real 41;49613
151;2025-03-3;entregado;571;299:1;Calle Mayor 77;25561
152;2025-01-2;entregado;1220;690:8;Avenida de Espana 57;19725
153;2025-05-10;preparando;184;66:4,76:11,120:2,139:3,322:2,447:17,490:6,831:12;Calle Luna 24;10983
154;2025-03-5;entregado;1204;527:2;Calle Luna 34;20259
155;2025-03-15;entregado;1596;546:2;Avenida de Espana 124;40373
156;2025-01-9;entregado;1855;272:7,288:16,452:3,706:12,761:4,767:5,768:20,956:16;Calle Estrella 55;13378
157;2025-04-14;entregado;72;26:5,210:19,223:10,501:6,738:11,861:9;Calle Real 148;40639
158;2025-01-9;entregado;406;158:11,692:19,729:10,998:14;Calle Mayor 148;32906
159;2025-02-16;entregado;1610;128:11,256:17,569:2,575:13,611:12,697:1;Camino Viejo 28;24793
160;2025-05-15;procesando solicitud;315;89:6,189:15,396:7,459:5,681:19,784:4,791:11,887:2,942:8,987:14;Calle Luna 156;17736
161;2025-04-22;entregado;584;120:7,148:6,254:20,282:16,443:5,692:18,825:20,838:7,942:20;Calle Jardin 26;41301
162;2025-01-4;entregado;1098;276:13;Plaza Libertad 50;29127
163;2025-01-30;entregado;1538;117:8,160:12,281:11,308:9,313:2,323:6,386:14;Avenida Sol 93;32601
164;2025-02-25;entregado;1885;130:17,638:15;Calle Real 147;1826
165;2025-05-3;preparando;935;4:17,23:18,79:7,114:11,563:17,649:14,898:4;Calle Estrella 69;25402
166;2025-01-25;entregado;1380;953:15;Calle Mayor 148;2364
167;2025-05-10;preparando;1572;14:19,47:15,111:5,357:8,405:3,416:7,610:20;Calle Luna 92;21456
168;2025-03-23;entregado;555;203:4,343:16,455:11,468:19,851:9;Avenida Sol 83;8685
169;2025-03-12;entregado;494;38:16,230:7,378:1,506:10,548:7,655:17,757:11;Calle Jardin 87;31002
170;2025-05-13;procesando solicitud;1168;109:17,185:2,237:12,676:3;Camino Viejo 175;5201
171;2025-05-23;procesando solicitud;498;24:20,314:8,742:15,852:4,965:18;Calle Jardin 118;23568
172;2025-03-8;entregado;1598;316:11,530:10,730:19,827:14,887:20;Camino Viejo 38;45725
173;2025-03-7;entregado;1666;14:2,45:1,366:7,374:12,384:8,422:5,465:14,867:13,964:11,991:15;Calle Mayor 25;6615
174;2025-02-12;entregado;136;632:19,788:5;Avenida Sol 50;1302
175;2025-05-23;procesando solicitud;2453;82:20,308:18,340:4,833:18,982:5;Avenida Sol 128;39718
176;2025-02-22;entregado;1533;954:20;Paseo del Prado 159;2860
177;2025-02-13;entregado;181;249:13,337:20,457:15,978:20;Calle Real 107;43531
178;2025-05-3;preparando;2362;174:6;Paseo del Prado 114;38127
179;2025-02-27;entregado;1915;97:3,272:17,281:17,339:13,398:5,424:3,559:14,766:17,816:3;Calle Real 109;30414
180;2025-03-7;entregado;484;891:14,932:11;Calle Estrella 187;43352
181;2025-03-22;entregado;1113;18:4,136:10,268:1,293:19,444:17,547:8,580:3,650:14;Calle Mayor 19;10898
182;2025-03-4;entregado;1661;3:12,313:20,319:12,951:2,977:13;Avenida de Espana 134;10396
183;2025-01-22;entregado;1888;617:10,627:20,696:9,803:2,884:1;Calle Estrella 45;47146
184;2025-03-23;entregado;1928;280:12,404:3,420:12,705:14,709:4,760:19;Calle Jardin 105;38396
185;2025-04-28;en reparto;2444;501:14,828:19;Calle Estrella 113;34854
186;2025-03-30;entregado;461;86:12,121:20,674:10,734:7,913:19;Calle Real 103;49165
187;2025-02-15;entregado;1292;5:3,90:9,194:17,498:7,786:1;Calle Jardin 169;20470
188;2025-03-18;entregado;1445;176:1,346:10,472:4,481:18,596:9,769:6,956:17,968:2;Calle Mayor 61;1721
189;2025-01-1;entregado;167;681:1;Calle Real 126;4986
190;2025-05-8;preparando;1899;19:11;Calle Luna 147;45949
191;2025-03-8;entregado;249;61:18,114:8,286:7,806:9,889:4,963:12;Calle Real 45;48101
192;2025-04-21;entregado;2311;116:15,120:3,181:8,292:3,306:6,543:12,569:14,774:7,783:10,804:19;Calle Luna 100;15908
193;2025-03-28;entregado;517;112:19,233:9,322:16,516:19,590:19,602:15,965:13;Camino Viejo 68;50810
194;2025-02-14;entregado;1203;371:14,700:16,775:16,832:7,866:18,924:12,928:16,992:20;Paseo del Prado 63;52940
195;2025-02-15;entregado;2007;48:9,204:4,236:5,523:18,536:18,618:15,834:15,945:13;Calle Jardin 171;14368
196;2025-04-29;en reparto;56;11:1,299:12,508:16,533:16,543:3,599:2,802:16;Paseo del Prado 133;13010
197;2025-05-2;en reparto;2088;77:14,228:17,259:19,281:11,437:4,564:9,613:9,770:12;Avenida Sol 49;24736
198;2025-05-5;preparando;872;392:8,990:4,997:11;Calle Luna 90;31773
199;2025-04-7;entregado;1529;893:9,995:6;Calle Estrella 47;41483
200;2025-03-24;entregado;1262;408:18,490:9,743:14,782:6,804:4,834:1,930:9;Calle Mayor 121;39366
201;2025-05-20;procesando solicitud;1533;1:8,410:5,649:10,678:7,749:14,777:14,885:17,886:10,900:12,962:8;Plaza Libertad 196;31006
202;2025-03-5;entregado;2033;37:11,96:5,156:2,267:12,360:15,759:5,991:6;Calle Estrella 8;49300
203;2025-01-23;entregado;2021;68:13,127:10,176:12,207:19,451:2,460:7,516:20,836:3;Paseo del Prado 45;32548
204;2025-03-13;entregado;1292;192:9,235:3,659:10,669:9;Avenida Sol 18;49464
205;2025-05-21;procesando solicitud;1141;36:8,472:19,527:6;Avenida de Espana 99;13228
206;2025-01-29;entregado;2442;29:1,107:2,315:14,375:5,614:12,693:7,729:9,814:2;Calle Real 116;46431
207;2025-02-7;entregado;232;171:9;Calle Estrella 166;32366
208;2025-01-13;entregado;350;45:7,314:16,408:2,760:19,773:16,993:7;Calle Real 127;5288
209;2025-04-30;en reparto;27;102:10,223:1,372:6,606:19,661:4,898:16;Plaza Libertad 24;36907
210;2025-01-24;entregado;2247;774:10;Calle Jardin 70;28655
211;2025-03-29;entregado;1854;1:6,27:17,113:15,150:15,429:17,559:7,561:6,712:10,721:14,985:17;Calle Luna 88;19105
212;2025-01-6;entregado;1919;114:4,244:15,327:8,375:20,516:18,777:20,826:5,863:7;Calle Jardin 69;49919
213;2025-01-5;entregado;247;672:15,766:2;Avenida Sol 179;32223
214;2025-01-9;entregado;2183;510:7,515:5,631:11;Avenida de Espana 147;35419
215;2025-03-8;entregado;2089;554:12;Calle Real 112;23418
216;2025-04-8;entregado;1497;232:2,321:12;Paseo del Prado 153;37107
217;2025-01-5;entregado;1474;216:3,342:14,365:12,431:19,465:15,524:11,528:3,746:4,751:17,844:4;Calle Mayor 70;42612
218;2025-01-18;entregado;1021;954:19;Calle Real 148;21467
219;2025-01-6;entregado;1571;322:5,485:12,620:8,689:10,705:16,889:9;Calle Real 76;48437
220;2025-05-2;en reparto;2117;209:2,229:3,269:12,308:10,541:10,569:2;Avenida Sol 128;23885
221;2025-03-22;entregado;1049;221:13,463:13,622:5,669:12,734:7,755:20,832:2,862:17,935:10,936:4;Calle Real 120;41676
222;2025-01-22;entregado;195;377:9,379:6,577:3;Avenida de Espana 110;6578
223;2025-01-31;entregado;2358;39:2,214:17,406:15,410:15,640:1,741:16;Camino Viejo 59;5654
224;2025-02-19;entregado;1501;142:1,179:3,258:19,552:12,851:2,917:17;Paseo del Prado 160;45410
225;2025-05-12;preparando;1728;238:14,353:9,408:13,618:1,736:9,749:12,895:16,901:5;Calle Mayor 183;14049
226;2025-03-31;entregado;2268;388:14,474:18,580:9,922:16;Calle Jardin 45;7156
227;2025-03-11;entregado;1924;22:17,531:17,536:9,622:17,903:3;Calle Estrella 81;17280
228;2025-03-22;entregado;395;540:7,758:10,838:14,865:8;Calle Estrella 4;19363
229;2025-02-19;entregado;776;277:10,423:11,465:14,490:13;Avenida de Espana 101;46296
230;2025-05-23;procesando solicitud;205;214:15,226:16,589:20;Calle Luna 176;42027
231;2025-04-20;entregado;310;472:12,474:12,666:19,975:14;Calle Luna 23;39993
232;2025-03-1;entregado;2120;750:5,896:7,935:11,988:13;Calle Real 171;29255
233;2025-05-14;procesando solicitud;363;212:5,464:10,592:10,700:18,779:1,884:4,924:11;Calle Jardin 168;20390
234;2025-01-26;entregado;906;30:12,343:10,575:13,601:16,931:20,942:20;Camino Viejo 163;21889
235;2025-01-1;entregado;1427;99:18,102:15,695:6,786:10,909:18;Calle Mayor 55;44233
236;2025-02-24;entregado;728;138:12,884:1;Camino Viejo 50;39615
237;2025-03-15;entregado;1465;42:13,138:10,474:18,634:9,711:5,792:16;Avenida de Espana 114;27410
238;2025-05-10;preparando;1818;532:11,551:11,695:18,723:3,998:6;Calle Mayor 147;37468
239;2025-04-14;entregado;516;6:2,134:16,219:1,670:20,714:1,774:18,841:11,998:13;Calle Real 155;31686
240;2025-02-2;entregado;1594;70:2,127:4,129:9,190:15,283:18,303:12,647:7,947:9;Calle Real 72;51249
241;2025-02-27;entregado;182;139:17,462:8,586:12,615:15,751:7;Calle Real 74;9498
242;2025-02-5;entregado;504;311:6;Avenida de Espana 167;19146
243;2025-02-14;entregado;1445;41:2,96:6,161:20,634:12,879:5;Avenida Sol 60;26670
244;2025-04-18;entregado;1707;197:1,226:20,410:5,411:3,809:18;Camino Viejo 75;43666
245;2025-05-4;preparando;1369;490:19;Calle Real 59;37148
246;2025-03-13;entregado;108;175:20,277:20,283:17,384:2,525:11,596:12,732:7,905:11;Calle Jardin 191;13889
247;2025-04-5;entregado;436;59:16,175:8,249:5,420:1,428:14,700:7,895:4;Calle Jardin 170;7989
248;2025-01-15;entregado;1449;98:4;Paseo del Prado 32;21516
249;2025-04-14;entregado;1421;300:2,337:17,386:6,936:13,979:11;Plaza Libertad 60;47041
250;2025-02-3;entregado;1993;73:3,199:2,241:14,246:17,318:17,452:3,463:14,747:8,963:9;Calle Estrella 182;51121
251;2025-01-5;entregado;411;41:7,160:13,162:14,203:7,227:19,391:9,718:1,877:11,895:19,969:12;Calle Estrella 5;4262
252;2025-02-26;entregado;706;49:7,269:10,430:16,567:12,723:9,804:17,841:18;Calle Estrella 139;26167
253;2025-05-21;procesando solicitud;2362;40:14,51:4,197:16,240:9,330:19,382:9,524:2,531:10,764:1,779:13;Calle Luna 94;41500
254;2025-02-10;entregado;2030;172:4,199:14,391:20,929:18;Calle Luna 114;49448
255;2025-04-13;entregado;2183;322:18;Calle Luna 84;49872
256;2025-04-17;entregado;1578;129:20,149:1,243:3,403:9,442:13,607:15,665:1,881:18;Plaza Libertad 157;26070
257;2025-01-31;entregado;621;161:7,181:14,211:19,720:2,857:6,943:9;Camino Viejo 57;49415
258;2025-04-7;entregado;2326;130:17,200:4,487:19;Avenida Sol 93;50703
259;2025-04-3;entregado;1834;733:5;Avenida Sol 25;35230
260;2025-05-5;preparando;843;84:19,272:12,428:6,617:19,712:16,900:4;Plaza Libertad 199;33382
261;2025-05-6;preparando;1478;579:8,793:5,802:1;Plaza Libertad 11;26885
262;2025-03-17;entregado;1859;35:3,66:12,159:16,229:18,251:11,549:4,816:14,939:17,976:4;Paseo del Prado 191;27315
263;2025-03-11;entregado;970;130:11,206:11,302:4,319:7,374:7,414:17,497:14,573:11,693:17;Plaza Libertad 156;49446
264;2025-02-18;entregado;799;93:7,416:7,722:14,757:1,908:5,978:9;Calle Jardin 138;11591
265;2025-05-15;procesando solicitud;719;534:19,821:6,901:5;Calle Estrella 5;14539
266;2025-04-21;entregado;188;280:12,374:13;Avenida de Espana 143;4523
267;2025-03-8;entregado;422;22:12,286:3,359:11,535:4,565:9,598:14,735:7,829:17,913:2;Paseo del Prado 175;48990
268;2025-01-25;entregado;382;100:16,335:13,462:5,698:2,838:6,842:10;Calle Jardin 150;42371
269;2025-03-10;entregado;2120;94:6,399:11,499:5,523:7,577:20,674:1,690:13,934:6;Calle Luna 91;42355
270;2025-05-13;procesando solicitud;683;15:1,98:4,557:3,758:4;Avenida de Espana 107;35560
271;2025-04-18;entregado;1935;102:20,458:17,591:8,670:2;Avenida Sol 56;22853
272;2025-02-21;entregado;454;300:16,546:10,843:16;Camino Viejo 24;40644
273;2025-03-22;entregado;1648;925:13;Calle Jardin 153;12008
274;2025-03-30;entregado;634;28:15,548:2,583:19,605:2,619:2;Paseo del Prado 88;27699
275;2025-01-22;entregado;837;185:9,199:11,634:13;Paseo del Prado 62;12578
276;2025-03-27;entregado;841;414:19;Calle Jardin 111;44536
277;2025-03-13;entregado;365;771:2;Avenida de Espana 57;8251
278;2025-02-7;entregado;65;92:5,123:13,167:2,185:1,367:3,740:13,903:2,908:7;Calle Real 105;6104
